Symbol,Name,Market Cap,Sector
COLPAL.NS,Colgate-Palmolive (India) Limited,689620451328.0,Consumer Defensive
COMPUSOFT.NS,Compucom Software Limited,1465398784.0,Consumer Defensive
COMSYN.NS,Commercial Syn Bags Limited,3950873088.0,Consumer Cyclical
CONCOR.NS,Container Corporation of India Limited,398082244608.0,Industrials
CONCORDBIO.NS,Concord Biotech Limited,160329121792.0,Healthcare
CONFIPET.NS,Confidence Petroleum India Limited,16525667328.0,Energy
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,5660029440.0,Financial Services
CONTROLPR.NS,Control Print Limited,9623514112.0,Industrials
CORALFINAC.NS,Coral India Finance and Housing Limited,1595743744.0,Real Estate
CORDSCABLE.NS,Cords Cable Industries Limited,2141620480.0,Industrials
COROMANDEL.NS,Coromandel International Limited,684817842176.0,Basic Materials
COSMOFIRST.NS,Cosmo First Limited,14606252032.0,Consumer Cyclical
COUNCODOS.NS,Country Condo's Limited,622517632.0,Real Estate
CPCAP.NS,CP Capital Limited,4479783424.0,Industrials
CRAFTSMAN.NS,Craftsman Automation Limited,111512150016.0,Consumer Cyclical
CREATIVE.NS,Creative Newtech Limited,9964272640.0,Technology
CREATIVEYE.NS,Creative Eye Limited,122890352.0,Communication Services
CREDITACC.NS,CreditAccess Grameen Limited,174507556864.0,Financial Services
CREST.NS,Crest Ventures Limited,10539963392.0,Financial Services
CRISIL.NS,CRISIL Limited,355923722240.0,Financial Services
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,206276411392.0,Consumer Cyclical
CROWN.NS,Crown Lifters Limited,1672271744.0,Industrials
CSBBANK.NS,CSB Bank Limited,58236928000.0,Financial Services
CSLFINANCE.NS,CSL Finance Limited,6357861376.0,Financial Services
CTE.NS,Cambridge Technology Enterprises Limited,750781184.0,Technology
CUB.NS,City Union Bank Limited,131158417408.0,Financial Services
CUBEXTUB.NS,Cubex Tubings Limited,986579136.0,Basic Materials
CUMMINSIND.NS,Cummins India Limited,751350579200.0,Industrials
CUPID.NS,Cupid Limited,22276149248.0,Consumer Defensive
CURAA.NS,,,Technology
CYBERMEDIA.NS,Cyber Media (India) Limited,219340800.0,Communication Services
CYBERTECH.NS,CyberTech Systems and Software Limited,4421957120.0,Technology
CYIENT.NS,Cyient Limited,129123221504.0,Industrials
CYIENTDLM.NS,Cyient DLM Limited,33526652928.0,Technology
DABUR.NS,Dabur India Limited,817998397440.0,Consumer Defensive
DALBHARAT.NS,Dalmia Bharat Limited,358811828224.0,Basic Materials
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,29951586304.0,Consumer Defensive
DAMCAPITAL.NS,,14137199616.0,Financial Services
DAMODARIND.NS,Damodar Industries Limited,725561984.0,Consumer Cyclical
DANGEE.NS,Dangee Dums Limited,643615488.0,Consumer Cyclical
DATAMATICS.NS,Datamatics Global Services Limited,32851337216.0,Technology
DATAPATTNS.NS,Data Patterns (India) Limited,127873056768.0,Industrials
DAVANGERE.NS,Davangere Sugar Company Limited,3462083584.0,Consumer Defensive
DBCORP.NS,D. B. Corp Limited,39350140928.0,Communication Services
DBEIL.NS,,6053187584.0,Industrials
DBL.NS,Dilip Buildcon Limited,62346080256.0,Industrials
DBOL.NS,Dhampur Bio Organics Limited,4449939968.0,Consumer Defensive
DBREALTY.NS,Valor Estate Limited,89395961856.0,Real Estate
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,969500032.0,Financial Services
DCAL.NS,Dishman Carbogen Amcis Limited,28659935232.0,Healthcare
DCBBANK.NS,DCB Bank Limited,41513164800.0,Financial Services
DCI.NS,DC Infotech and Communication Limited,3625187840.0,Technology
DCM.NS,DCM Limited,1838259200.0,Industrials
DCMFINSERV.NS,DCM Financial Services Limited,122374432.0,Financial Services
DCMNVL.NS,DCM Nouvelle Limited,3256083456.0,Consumer Cyclical
DCMSHRIRAM.NS,DCM Shriram Limited,153566248960.0,Industrials
DCMSRIND.NS,DCM Shriram Industries Limited,14972227584.0,Consumer Defensive
DCW.NS,DCW Limited,21920636928.0,Basic Materials
DCXINDIA.NS,DCX Systems Limited,31417942016.0,Industrials
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,25325996032.0,Basic Materials
DECCANCE.NS,Deccan Cements Limited,10388578304.0,Basic Materials
DEEDEV.NS,,14973689856.0,Industrials
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,158395482112.0,Basic Materials
DEEPAKNTR.NS,Deepak Nitrite Limited,258314698752.0,Basic Materials
DEEPINDS.NS,Deep Industries Limited,25227329536.0,Energy
DELHIVERY.NS,Delhivery Limited,224167346176.0,Industrials
DELPHIFX.NS,Delphi World Money Limited,1450410496.0,Financial Services
DELTACORP.NS,Delta Corp Limited,22906652672.0,Consumer Cyclical
DELTAMAGNT.NS,Delta Manufacturing Limited,650011904.0,Industrials
DEN.NS,DEN Networks Limited,14927543296.0,Communication Services
DENORA.NS,De Nora India Limited,3846633216.0,Industrials
DENTA.NS,,7297109504.0,Industrials
DEVIT.NS,Dev Information Technology Limited,2186258432.0,Technology
DEVYANI.NS,Devyani International Limited,204643696640.0,Consumer Cyclical
DGCONTENT.NS,Digicontent Limited,2105632896.0,Communication Services
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,7678284288.0,Consumer Defensive
DHANBANK.NS,Dhanlaxmi Bank Limited,10482490368.0,Financial Services
DHANI.NS,Dhani Services Limited,30240811008.0,Financial Services
DHANUKA.NS,Dhanuka Agritech Limited,56235180032.0,Basic Materials
DHARMAJ.NS,Dharmaj Crop Guard Limited,7685168128.0,Basic Materials
DHRUV.NS,Dhruv Consultancy Services Limited,1137372544.0,Industrials
DHUNINV.NS,Dhunseri Investments Limited,8839692288.0,Financial Services
DIACABS.NS,Diamond Power Infrastructure Limited,47372685312.0,Industrials
DIAMINESQ.NS,Diamines and Chemicals Limited,3436961536.0,Basic Materials
DIAMONDYD.NS,Prataap Snacks Limited,25699715072.0,Consumer Defensive
DICIND.NS,DIC India Limited,6098690560.0,Basic Materials
DIFFNKG.NS,,9468854272.0,Industrials
DIGIDRIVE.NS,Digidrive Distributors Limited,1197887488.0,Consumer Cyclical
DIGISPICE.NS,DiGiSPICE Technologies Limited,3804483328.0,Technology
DIGJAMLMTD.NS,Digjam Limited,721842432.0,Consumer Cyclical
DIL.NS,Debock Industries Limited,348255072.0,Industrials
DISHTV.NS,Dish TV India Limited,8874873856.0,Communication Services
DIVGIITTS.NS,Divgi TorqTransfer Systems Limited,13724010496.0,Consumer Cyclical
DIVISLAB.NS,Divi's Laboratories Limited,1579540545536.0,Healthcare
DIXON.NS,Dixon Technologies (India) Limited,910839119872.0,Technology
DJML.NS,DJ Mediaprint & Logistics Limited,3514390016.0,Industrials
DLF.NS,DLF Limited,1558562209792.0,Real Estate
DLINKINDIA.NS,D-Link (India) Limited,16447557632.0,Technology
DMART.NS,Avenue Supermarts Limited,2570395320320.0,Consumer Defensive
DMCC.NS,DMCC Speciality Chemicals Limited,6925810688.0,Basic Materials
DNAMEDIA.NS,Diligent Media Corporation Limited,537039168.0,Communication Services
DODLA.NS,Dodla Dairy Limited,62777106432.0,Consumer Defensive
DOLATALGO.NS,Dolat Algotech Limited,13960675328.0,Financial Services
DOLLAR.NS,Dollar Industries Limited,21305067520.0,Consumer Cyclical
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,16207863808.0,Energy
DOMS.NS,DOMS Industries Limited,157914169344.0,Industrials
DONEAR.NS,Donear Industries Limited,5449079808.0,Consumer Cyclical
DPABHUSHAN.NS,D. P. Abhushan Limited,30553018368.0,Consumer Cyclical
DPSCLTD.NS,India Power Corporation Limited,11091468288.0,Utilities
DPWIRES.NS,D.P. Wires Limited,3007077632.0,Industrials
DRCSYSTEMS.NS,DRC Systems India Limited,2773604608.0,Technology
DREAMFOLKS.NS,Dreamfolks Services Limited,11756666880.0,Industrials
DREDGECORP.NS,Dredging Corporation of India Limited,15735542784.0,Industrials
DRREDDY.NS,Dr. Reddy's Laboratories Limited,952724488192.0,Healthcare
DSSL.NS,Dynacons Systems & Solutions Limited,12683307008.0,Technology
DTIL.NS,Dhunseri Tea & Industries Limited,1807272832.0,Consumer Defensive
DUCON.NS,Ducon Infratechnologies Limited,1790398592.0,Industrials
DVL.NS,Dhunseri Ventures Limited,11442637824.0,Financial Services
DWARKESH.NS,Dwarikesh Sugar Industries Limited,6987700224.0,Consumer Defensive
DYCL.NS,Dynamic Cables Limited,13075342336.0,Industrials
DYNAMATECH.NS,Dynamatic Technologies Limited,42618970112.0,Consumer Cyclical
DYNPRO.NS,Dynemic Products Limited,3287963136.0,Basic Materials
E2E.NS,E2E Networks Limited,38658650112.0,Technology
EASEMYTRIP.NS,Easy Trip Planners Limited,43009822720.0,Consumer Cyclical
ECLERX.NS,eClerx Services Limited,113148682240.0,Technology
ECOSMOBLTY.NS,,11257199616.0,Industrials
EDELWEISS.NS,Edelweiss Financial Services Limited,69640159232.0,Financial Services
EICHERMOT.NS,Eicher Motors Limited,1449230860288.0,Consumer Cyclical
EIDPARRY.NS,E.I.D.- Parry (India) Limited,147262242816.0,Basic Materials
EIEL.NS,,33298040832.0,Industrials
EIFFL.NS,Euro India Fresh Foods Limited,5356800000.0,Consumer Defensive
EIHAHOTELS.NS,EIH Associated Hotels Limited,20450222080.0,Consumer Cyclical
EIHOTEL.NS,EIH Limited,216063246336.0,Consumer Cyclical
EIMCOELECO.NS,Eimco Elecon (India) Limited,10749376512.0,Industrials
EKC.NS,Everest Kanto Cylinder Limited,12606568448.0,Industrials
ELDEHSG.NS,Eldeco Housing and Industries Limited,7542402560.0,Real Estate
ELECON.NS,Elecon Engineering Company Limited,140779274240.0,Industrials
ELECTCAST.NS,Electrosteel Castings Limited,54429986816.0,Industrials
ELECTHERM.NS,Electrotherm (India) Limited,13702333440.0,Basic Materials
ELGIEQUIP.NS,Elgi Equipments Limited,138766811136.0,Industrials
ELGIRUBCO.NS,Elgi Rubber Company Limited,2820994048.0,Consumer Cyclical
ELIN.NS,Elin Electronics Limited,6860778496.0,Industrials
EMAMILTD.NS,Emami Limited,271764881408.0,Consumer Defensive
EMAMIPAP.NS,Emami Paper Mills Limited,5336616960.0,Basic Materials
EMAMIREAL.NS,Emami Realty Limited,4506124800.0,Real Estate
EMBDL.NS,Embassy Developments Limited,110756634624.0,Real Estate
EMCURE.NS,,190297784320.0,Healthcare
EMIL.NS,Electronics Mart India Limited,49124753408.0,Consumer Cyclical
EMKAY.NS,Emkay Global Financial Services Limited,4442385920.0,Financial Services
EMMBI.NS,Emmbi Industries Limited,1903889152.0,Consumer Cyclical
EMSLIMITED.NS,EMS Limited,31255508992.0,Industrials
EMUDHRA.NS,eMudhra Limited,58234474496.0,Technology
ENDURANCE.NS,Endurance Technologies Limited,293605900288.0,Consumer Cyclical
ENERGYDEV.NS,Energy Development Company Limited,826499968.0,Utilities
ENGINERSIN.NS,Engineers India Limited,97722236928.0,Industrials
ENIL.NS,Entertainment Network (India) Limited,6095137280.0,Communication Services
ENTERO.NS,Entero Healthcare Solutions Limited,58822410240.0,Healthcare
EPACK.NS,EPACK Durable Limited,30570508288.0,Consumer Cyclical
EPIGRAL.NS,Epigral Limited,75001151488.0,Basic Materials
EPL.NS,EPL Limited,65776680960.0,Consumer Cyclical
EQUIPPP.NS,Equippp Social Impact Technologies Limited,2132594560.0,Basic Materials
EQUITASBNK.NS,Equitas Small Finance Bank Limited,68935278592.0,Financial Services
ERIS.NS,Eris Lifesciences Limited,196283432960.0,Healthcare
ESABINDIA.NS,ESAB India Limited,70523027456.0,Industrials
ESAFSFB.NS,ESAF Small Finance Bank,14307174400.0,Financial Services
ESCORTS.NS,Escorts Kubota Limited,342800859136.0,Industrials
ESSARSHPNG.NS,Essar Shipping Limited,5747723776.0,Industrials
ESSENTIA.NS,Integra Essentia Limited,2316887296.0,Consumer Defensive
ESTER.NS,Ester Industries Limited,11210482688.0,Basic Materials
ETERNAL.NS,Eternal Limited,2056824160256.0,Consumer Cyclical
ETHOSLTD.NS,Ethos Limited,61041455104.0,Consumer Cyclical
EUREKAFORB.NS,Eureka Forbes Limited,96594427904.0,Consumer Cyclical
EUROTEXIND.NS,Eurotex Industries and Exports Limited,113924848.0,Real Estate
EVEREADY.NS,Eveready Industries India Limited,21897048064.0,Industrials
EVERESTIND.NS,Everest Industries Limited,7029572608.0,Industrials
EXCEL.NS,Excel Realty N Infra Limited,959064832.0,Industrials
EXCELINDUS.NS,Excel Industries Limited,12839215104.0,Basic Materials
EXICOM.NS,Exicom Tele-Systems Limited,18313181184.0,Industrials
EXIDEIND.NS,Exide Industries Limited,304554999808.0,Consumer Cyclical
EXPLEOSOL.NS,Expleo Solutions Limited,12790345728.0,Technology
EXXARO.NS,Exxaro Tiles Limited,2666569728.0,Industrials
FACT.NS,The Fertilisers and Chemicals Travancore Limited,504457330688.0,Basic Materials
FAIRCHEMOR.NS,Fairchem Organics Limited,10077526016.0,Basic Materials
FAZE3Q.NS,Faze Three Limited,14239326208.0,Consumer Cyclical
FCL.NS,Fineotex Chemical Limited,26312327168.0,Basic Materials
FCSSOFT.NS,FCS Software Solutions Limited,4137111040.0,Technology
FDC.NS,FDC Limited,69357060096.0,Healthcare
FEDERALBNK.NS,The Federal Bank Limited,468528005120.0,Financial Services
FEDFINA.NS,Fedbank Financial Services Limited,31319232512.0,Financial Services
FEL.NS,Future Enterprises Limited,286449920.0,Consumer Cyclical
FELDVR.NS,Future Enterprises Limited,268337136.0,Consumer Cyclical
FIBERWEB.NS,Fiberweb (India) Limited,1064746048.0,Consumer Cyclical
FIEMIND.NS,Fiem Industries Limited,38239891456.0,Consumer Cyclical
FILATEX.NS,Filatex India Limited,18837204992.0,Consumer Cyclical
FILATFASH.NS,Filatex Fashions Limited,3663286016.0,Consumer Cyclical
FINCABLES.NS,Finolex Cables Limited,133056937984.0,Industrials
FINEORG.NS,Fine Organic Industries Limited,123532206080.0,Basic Materials
FINOPB.NS,Fino Payments Bank Limited,19008747520.0,Financial Services
FINPIPE.NS,Finolex Industries Limited,106801373184.0,Industrials
FIRSTCRY.NS,,151941840896.0,Consumer Cyclical
FIVESTAR.NS,Five-Star Business Finance Limited,198090489856.0,Financial Services
FLAIR.NS,,28985731072.0,Industrials
FLEXITUFF.NS,Flexituff Ventures International Limited,998445888.0,Consumer Cyclical
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,427964596224.0,Basic Materials
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,18779594752.0,Consumer Cyclical
FMNL.NS,Future Market Networks Limited,804144768.0,Real Estate
FOCUS.NS,Focus Lighting and Fixtures Limited,5652522496.0,Consumer Cyclical
FOODSIN.NS,Foods and Inns Limited,6301175296.0,Consumer Defensive
FORCEMOT.NS,Force Motors Limited,127085412352.0,Consumer Cyclical
FORTIS.NS,Fortis Healthcare Limited,500461699072.0,Healthcare
FOSECOIND.NS,Foseco India Limited,24466528256.0,Basic Materials
FSC.NS,Future Supply Chain Solutions Limited,92646784.0,Industrials
FSL.NS,Firstsource Solutions Limited,221975855104.0,Technology
FUSION.NS,Fusion Finance Limited,49209389056.0,Financial Services
GABRIEL.NS,Gabriel India Limited,81331232768.0,Consumer Cyclical
GAEL.NS,Gujarat Ambuja Exports Limited,49985482752.0,Consumer Defensive
GAIL.NS,GAIL (India) Limited,1193311338496.0,Utilities
GALAPREC.NS,,9998882816.0,Industrials
GALAXYSURF.NS,Galaxy Surfactants Limited,72895070208.0,Basic Materials
GALLANTT.NS,Gallantt Ispat Limited,100433215488.0,Basic Materials
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,13555333120.0,Energy
GANDHITUBE.NS,Gandhi Special Tubes Limited,7826917376.0,Industrials
GANECOS.NS,Ganesha Ecosphere Limited,37128306688.0,Consumer Cyclical
GANESHBE.NS,Ganesh Benzoplast Limited,8036176384.0,Basic Materials
GANESHHOUC.NS,Ganesh Housing Corporation Limited,84913086464.0,Real Estate
GANGAFORGE.NS,Ganga Forging Limited,686521984.0,Industrials
GANGESSECU.NS,Ganges Securities Limited,1471465088.0,Consumer Defensive
GARFIBRES.NS,Garware Technical Fibres Limited,87279452160.0,Consumer Cyclical
GARUDA.NS,,8229537792.0,Industrials
GATDVR-RE.NS,,,
GATECH.NS,GACM Technologies Limited,569160320.0,Financial Services
GATECH-RE1.NS,,,
GATECHDVR.NS,GACM Technologies Limited,560912000.0,Financial Services
GATEWAY.NS,Gateway Distriparks Limited,29444020224.0,Industrials
GAYAHWS.NS,Gayatri Highways Limited,268409760.0,Industrials
GEECEE.NS,GeeCee Ventures Limited,7558913024.0,Real Estate
GEEKAYWIRE.NS,Geekay Wires Limited,3609007360.0,Industrials
GENCON.NS,Generic Engineering Construction and Projects Limited,1763041024.0,Industrials
GENESYS.NS,Genesys International Corporation Limited,25569888256.0,Technology
GENSOL.NS,Gensol Engineering Limited,2207841792.0,Technology
GENUSPAPER.NS,Genus Paper & Boards Limited,4515088384.0,Basic Materials
GENUSPOWER.NS,Genus Power Infrastructures Limited,85327790080.0,Industrials
GEOJITFSL.NS,Geojit Financial Services Limited,20425863168.0,Financial Services
GEPIL.NS,GE Power India Limited,14534586368.0,Industrials
GESHIP.NS,The Great Eastern Shipping Company Limited,124207300608.0,Industrials
GFLLIMITED.NS,GFL Limited,5797526016.0,Financial Services
GHCL.NS,GHCL Limited,54267609088.0,Basic Materials
GHCLTEXTIL.NS,GHCL Textiles Limited,8342650880.0,Consumer Cyclical
GICHSGFIN.NS,GIC Housing Finance Limited,9253234688.0,Financial Services
GICRE.NS,General Insurance Corporation of India,691321307136.0,Financial Services
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,2530103808.0,Consumer Defensive
GILLETTE.NS,Gillette India Limited,252437544960.0,Consumer Defensive
GINNIFILA.NS,Ginni Filaments Limited,2521538816.0,Consumer Cyclical
GIPCL.NS,Gujarat Industries Power Company Limited,26682970112.0,Utilities
GKWLIMITED.NS,GKW Limited,11335753728.0,Industrials
GLAND.NS,Gland Pharma Limited,231811694592.0,Healthcare
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,463562571776.0,Healthcare
GLENMARK.NS,Glenmark Pharmaceuticals Limited,396689932288.0,Healthcare
GLFL.NS,Gujarat Lease Financing Limited,197746624.0,Financial Services
GLOBAL.NS,Global Education Limited,2751031296.0,Consumer Defensive
GLOBALE.NS,Globale Tessile Limited,174417584.0,
GLOBALVECT.NS,Global Vectra Helicorp Limited,2842279936.0,Industrials
GLOBE.NS,Globe Textiles (India) Limited,733848576.0,Consumer Cyclical
GLOBUSSPR.NS,Globus Spirits Limited,27099373568.0,Consumer Defensive
GLOSTERLTD.NS,Gloster Limited,6117851648.0,Consumer Cyclical
GMBREW.NS,G.M. Breweries Limited,14896179200.0,Consumer Defensive
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,93735444480.0,Energy
GMMPFAUDLR.NS,GMM Pfaudler Limited,45433745408.0,Industrials
GMRAIRPORT.NS,GMR Airports Limited,878931083264.0,Industrials
GMRP&UI.NS,GMR Power And Urban Infra Limited,75257929728.0,Energy
GNA.NS,G N A Axles Limited,13265616896.0,Consumer Cyclical
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,68210012160.0,Basic Materials
GOACARBON.NS,Goa Carbon Limited,3889196288.0,Basic Materials
GOCLCORP.NS,GOCL Corporation Limited,13201156096.0,Basic Materials
GOCOLORS.NS,Go Fashion (India) Limited,46323519488.0,Consumer Cyclical
GODAVARIB.NS,,8376487424.0,Basic Materials
GODFRYPHLP.NS,Godfrey Phillips India Limited,421904515072.0,Consumer Defensive
GODHA.NS,Godha Cabcon & Insulation Limited,447713280.0,Industrials
GODIGIT.NS,,267082153984.0,Financial Services
GODREJAGRO.NS,Godrej Agrovet Limited,132032495616.0,Consumer Defensive
GODREJCP.NS,Godrej Consumer Products Limited,1260757581824.0,Consumer Defensive
GODREJIND.NS,Godrej Industries Limited,364663504896.0,Industrials
GODREJPROP.NS,Godrej Properties Limited,596647477248.0,Real Estate
GOENKA.NS,Goenka Diamond and Jewels Limited,247259984.0,Consumer Cyclical
GOKEX.NS,Gokaldas Exports Limited,68448698368.0,Consumer Cyclical
GOKUL.NS,Gokul Refoils & Solvent Limited,4213227264.0,Consumer Defensive
GOKULAGRO.NS,Gokul Agro Resources Limited,31963717632.0,Consumer Defensive
GOLDENTOBC.NS,Golden Tobacco Limited,618068864.0,Consumer Defensive
GOLDIAM.NS,Goldiam International Limited,37125742592.0,Consumer Cyclical
GOLDTECH.NS,AION-TECH Solutions Limited,2031035904.0,Technology
GOODLUCK.NS,Goodluck India Limited,22952290304.0,Basic Materials
GOPAL.NS,Gopal Snacks Limited,33280303104.0,Consumer Defensive
GOYALALUM.NS,Goyal Aluminiums Limited,1128955392.0,Basic Materials
GPIL.NS,Godawari Power & Ispat Limited,113092272128.0,Basic Materials
GPPL.NS,Gujarat Pipavav Port Limited,63161434112.0,Industrials
GPTHEALTH.NS,GPT Healthcare Limited,12089134080.0,Healthcare
GPTINFRA.NS,GPT Infraprojects Limited,14913596416.0,Industrials
GRANULES.NS,Granules India Limited,105785565184.0,Healthcare
GRAPHITE.NS,Graphite India Limited,85301166080.0,Industrials
GRASIM.NS,Grasim Industries Limited,1786738900992.0,Basic Materials
GRAVITA.NS,Gravita India Limited,130676482048.0,Industrials
GREAVESCOT.NS,Greaves Cotton Limited,42762043392.0,Industrials
GREENLAM.NS,Greenlam Industries Limited,54783864832.0,Consumer Cyclical
GREENPANEL.NS,Greenpanel Industries Limited,26612512768.0,Basic Materials
GREENPLY.NS,Greenply Industries Limited,32537483264.0,Basic Materials
GREENPOWER.NS,Orient Green Power Company Limited,13042616320.0,Utilities
GRINDWELL.NS,Grindwell Norton Limited,180484669440.0,Industrials
GRINFRA.NS,G R Infraprojects Limited,101093621760.0,Industrials
GRMOVER.NS,GRM Overseas Limited,16492943360.0,Consumer Defensive
GROBTEA.NS,The Grob Tea Company Limited,1012307520.0,Consumer Defensive
GRPLTD.NS,GRP Limited,14593591296.0,Consumer Cyclical
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,207327674368.0,Industrials
GRWRHITECH.NS,Garware Hi-Tech Films Limited,73527664640.0,Basic Materials
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,72522997760.0,Basic Materials
GSLSU.NS,Global Surfaces Limited,4401144320.0,Basic Materials
GSPL.NS,Gujarat State Petronet Limited,177782898688.0,Utilities
GSS.NS,GSS Infotech Limited,889223104.0,Technology
GTECJAINX.NS,G-Tec Jainx Education Limited,225586672.0,Consumer Defensive
GTL.NS,GTL Limited,1234781312.0,Communication Services
GTLINFRA.NS,GTL Infrastructure Limited,16903322624.0,Technology
GTPL.NS,GTPL Hathway Limited,11516211200.0,Communication Services
GUFICBIO.NS,Gufic Biosciences Limited,34851618816.0,Healthcare
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,44822208512.0,Basic Materials
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,3817889792.0,Industrials
GUJGASLTD.NS,Gujarat Gas Limited,306677743616.0,Utilities
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,,
GUJTHEM.NS,Gujarat Themis Biosyn Limited,28957696000.0,Healthcare
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,58588336128.0,Basic Materials
GULFPETRO.NS,GP Petroleums Limited,1934857984.0,Energy
GULPOLY.NS,Gulshan Polyols Limited,11367747584.0,Basic Materials
GVKPIL.NS,GVK Power & Infrastructure Limited,5305156096.0,Utilities
GVPTECH.NS,GVP Infotech Limited,1482044288.0,Technology
GVT&D.NS,GE Vernova T&D India Ltd,414335270912.0,Industrials
HAL.NS,Hindustan Aeronautics Limited,3007882461184.0,Industrials
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,86590267392.0,Technology
HAPPYFORGE.NS,,74069655552.0,Industrials
HARDWYN.NS,Hardwyn India Limited,6813654016.0,Industrials
HARIOMPIPE.NS,Hariom Pipe Industries Limited,11852619776.0,Basic Materials
HARRMALAYA.NS,Harrisons Malayalam Limited,3666534400.0,Consumer Defensive
HARSHA.NS,Harsha Engineers International Limited,32466325504.0,Industrials
HATHWAY.NS,Hathway Cable and Datacom Limited,22940495872.0,Communication Services
HATSUN.NS,Hatsun Agro Product Limited,196018241536.0,Consumer Defensive
HAVELLS.NS,Havells India Limited,968938881024.0,Industrials
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,624884608.0,Consumer Cyclical
HBLENGINE.NS,,127840706560.0,Industrials
HBSL.NS,HB Stockholdings Limited,543090368.0,Financial Services
HCC.NS,Hindustan Construction Company Limited,43792474112.0,Industrials
HCG.NS,HealthCare Global Enterprises Limited,76225159168.0,Healthcare
HCL-INSYS.NS,HCL Infosystems Limited,4128293120.0,Technology
HCLTECH.NS,HCL Technologies Limited,4261386387456.0,Technology
HDFCAMC.NS,HDFC Asset Management Company Limited,905837477888.0,Financial Services
HDFCBANK.NS,HDFC Bank Limited,14472109359104.0,Financial Services
HDFCLIFE.NS,HDFC Life Insurance Company Limited,1532867379200.0,Financial Services
HEADSUP.NS,Heads UP Ventures Limited,216848096.0,Consumer Cyclical
HECPROJECT.NS,HEC Infra Projects Limited,1069782848.0,Industrials
HEG.NS,HEG Limited,81369169920.0,Industrials
HEIDELBERG.NS,HeidelbergCement India Limited,42195337216.0,Basic Materials
HEMIPROP.NS,Hemisphere Properties India Limited,36532613120.0,Real Estate
HERANBA.NS,Heranba Industries Limited,9849200640.0,Basic Materials
HERCULES.NS,Hercules Hoists Limited,4767003648.0,Industrials
HERITGFOOD.NS,Heritage Foods Limited,35027415040.0,Consumer Defensive
HEROMOTOCO.NS,Hero MotoCorp Limited,771842506752.0,Consumer Cyclical
HESTERBIO.NS,Hester Biosciences Limited,14023303168.0,Healthcare
HEUBACHIND.NS,Heubach Colorants India Limited,13572098048.0,Basic Materials
HEXATRADEX.NS,Hexa Tradex Limited,9947398144.0,Financial Services
HEXT.NS,Hexaware Technologies Limited,425355837440.0,Technology
HFCL.NS,HFCL Limited,105762144256.0,Technology
HGINFRA.NS,H.G. Infra Engineering Limited,69915557888.0,Industrials
HGS.NS,Hinduja Global Solutions Limited,21948276736.0,Industrials
HIKAL.NS,Hikal Limited,46589284352.0,Healthcare
HILTON.NS,Hilton Metal Forging Limited,1253810048.0,Industrials
HIMATSEIDE.NS,Himatsingka Seide Limited,19444742144.0,Consumer Cyclical
HINDALCO.NS,Hindalco Industries Limited,1390034550784.0,Basic Materials
HINDCOMPOS.NS,Hindustan Composites Limited,6121012224.0,Consumer Cyclical
HINDCON.NS,Hindcon Chemicals Limited,1692361344.0,Basic Materials
HINDCOPPER.NS,Hindustan Copper Limited,196982784000.0,Basic Materials
HINDMOTORS.NS,Hindustan Motors Limited,4820023296.0,Consumer Cyclical
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited,1462806784.0,Consumer Cyclical
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,22698188800.0,Energy
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,820168228864.0,Energy
HINDUNILVR.NS,Hindustan Unilever Limited,5474420260864.0,Consumer Defensive
HINDWAREAP.NS,Hindware Home Innovation Limited,15559913472.0,Consumer Cyclical
HINDZINC.NS,Hindustan Zinc Limited,1717169946624.0,Basic Materials
HIRECT.NS,Hind Rectifiers Limited,15602610176.0,Industrials
HISARMETAL.NS,Hisar Metal Industries Limited,992952000.0,Basic Materials
HITECH.NS,Hi-Tech Pipes Limited,17657796608.0,Basic Materials
HITECHCORP.NS,Hitech Corporation Limited,2915231488.0,Consumer Cyclical
HITECHGEAR.NS,The Hi-Tech Gears Limited,10655744000.0,Consumer Cyclical
